Country,Year,Exports,Foreign Direct Investment,GDP,GDP Growth,GDP per Capita,Government Debt,Government Spending,Imports,Inflation Rate,Interest Rate,Investment,Life Expectancy,Population,Unemployment Rate
Afghanistan,2013,,48311346.0,20146416757.5987,5.60074465863221,637.087099117099,,,,7.38577178397855,9.78449593859924,,62.188,31622704.0,23.8077136743646
Afghanistan,2014,,42975262.5,20497128555.6972,2.72454336219565,625.054941813938,,,,4.67399603536344,14.3516893380043,,62.26,32792523.0,24.1910166387726
Afghanistan,2015,,169146608.0,19134221644.7325,1.45131466066431,565.569730408751,,,,-0.661709164713741,12.2525481629518,,62.27,33831764.0,24.4649118421568
Afghanistan,2016,,93591315.3,18116572395.0772,2.26031420279821,522.082215583898,,,,4.38389195513914,17.5839381624543,,62.646,34700612.0,24.6588345720126
Afghanistan,2017,,51533896.765,18753456497.8159,2.6470032027451,525.469770891619,,,,4.97595150553832,12.1411782956513,,62.406,35688935.0,24.8352821238871
Afghanistan,2018,,119435105.715177,18053222687.4126,1.18922812944517,491.337221382603,,,,0.626149149168846,,,62.443,36743039.0,24.9991645191406
Afghanistan,2019,,23404553.647249,18799444490.1128,3.91160341625552,496.6025042585,,,,2.30237251516833,,,62.941,37856121.0,25.1437258839803
Afghanistan,2020,2079570874.83738,12970147.9832,19955929052.1496,-2.35110067203466,510.787063366811,,4412100128.92726,7241822542.17594,5.60188791482224,,2294931840.9972,61.454,39068979.0,25.2622103446137
Afghanistan,2021,2045190335.08092,20600980.0,14259995441.0759,-20.7388393676343,356.496214115892,,3032015044.44951,5286118076.13403,5.13320340824962,,1853799407.33987,60.417,40000412.0,25.3478620272481
Afghanistan,2022,2664599570.76697,,14497243872.1337,-6.24017199240269,357.261152798144,,3166994239.24094,7901784705.74946,13.7121023720064,,2421039726.64633,65.617,40578842.0,25.3939250580909
Afghanistan,2023,2890629761.30015,,17152234636.8715,2.26694373649188,413.757894705303,,3638763331.64043,8701650584.05282,-4.64470870797774,,2623002460.63992,66.035,41454761.0,25.4730529631167
Afghanistan,2024,,,,,,,,,-6.60118564073725,,,66.289,42647492.0,25.7007352636188
Algeria,1980,14540906200.7323,348669038.123928,42345829079.2062,0.790606971852654,2275.77971158899,,6436566026.91892,12847073134.5034,9.51782449754963,,16547446663.8002,54.512,18607174.0,42.7836993406455
Algeria,1981,15338958197.399,13207259.3615813,44348590460.9288,2.99999608841746,2307.33434430543,,6696312648.75546,13693843725.2074,14.6548426360634,,16404807280.5834,57.422,19220704.0,43.7311040750778
Algeria,1982,13980251587.9127,-53569192.6448124,45207167470.3497,6.40000411483896,2274.87800990349,,7316767243.18147,13109208304.0082,6.54250963007673,,16854695426.4978,59.594,19872348.0,44.7541429186646
Algeria,1983,13635984129.6358,417641.162800209,48801369800.3675,5.40000302451797,2373.82511968473,,7914300304.87805,12591881327.2636,5.9671639303272,,18334446938.6903,61.251,20558115.0,45.8162603281174
Algeria,1984,13805905455.64,802668.874073183,53698548293.0745,5.59999652938126,2524.38071403143,,8608623834.24888,14749040620.0617,8.116397955171,,18882785200.7926,62.722,21271969.0,46.8809007601478
Algeria,1985,13664028063.9644,397788.2970683,57937868670.1937,3.69999725488672,2632.51711109075,,9686144675.60364,15493853613.9067,10.4822870444467,,20028641513.1867,64.155,22008544.0,47.9115086714672
Algeria,1986,8187453057.71602,5316528.3778563,63692007897.3834,0.400001002799627,2800.20270812187,,12100418113.0281,14758682283.6487,12.3716091651298,,21372442138.6308,65.273,22745499.0,48.8715285187873
Algeria,1987,9526280057.78452,3711537.89978504,66745818375.493,-0.69999752622347,2847.0776691988,,12969761834.7533,12289313328.4204,7.44126091287247,,18392730994.7622,66.13,23443624.0,49.7325370727722
Algeria,1988,9163505595.40215,13018265.0203164,59089396860.4342,-1.00000549065851,2450.87242078961,,11885506276.0714,13356401460.9536,5.91154496373488,,16332004709.5684,66.91,24109536.0,50.5447020016562
Algeria,1989,10369902260.0603,12091646.7968636,55634721572.7343,4.40000216059909,2247.4602712492,,10015038526.3541,15863715870.9968,9.30436125843165,,16731159925.4419,67.461,24754485.0,51.3484934823682
Algeria,1990,14546456704.253,334914.564224984,62048507531.3357,0.800000580174981,2445.18332740258,,9969290655.3921,15473054068.1627,16.6525343885432,,17739308834.5553,67.658,25375810.0,52.1421276982904
Algeria,1991,13311409366.4359,11638686.4524336,45715676428.2766,-1.2000005864423,1759.11201648229,,6728784842.6409,10788791993.6664,25.8863869348513,,14556478068.5194,67.692,25987928.0,52.9271811434719
Algeria,1992,12154198604.8317,30000000.0,48003133346.9957,1.80000230253509,1802.69300801289,,7689110996.36725,11458103093.1612,31.6696619117149,,14764558662.6717,67.725,26628568.0,53.7052303119619
Algeria,1993,10880084682.1818,1000.0,49945584452.6506,-2.10000075697259,1831.04800976449,,8652665905.54622,11556877007.9699,20.5403261235826,,14529624079.8029,67.797,27277048.0,54.4778516978094
Algeria,1994,9585286281.92061,1000.0,42543176828.9237,-0.899996552970833,1525.54061760288,,7604432534.06642,11084076997.4735,29.0476561173071,,12797048367.8124,67.284,27887279.0,55.2466217950637
Algeria,1995,10940062642.66,1000.0,41764291671.7711,3.79999479063817,1466.94806760415,,7001278082.55705,12110069749.0515,29.7796264864998,-7.90216593784418,12908739579.672,67.691,28470191.0,56.0131170977738
